ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
11;7;0;0;0;163152700;1430;1658900;1430;3;2;0;1148400;1430;251400;1430;0;1430;0;1430;"Independiente";86;"M";2018;8;1423;8;59;15;0;0;1430
6;1;0;0;0;31429400;274;1042700;274;0;0;0;348000;274;0;274;0;274;0;274;"Independiente";94;"M";2018;6;269;7;16;0;0;0;274
3;2;0;0;0;30141900;258;1001000;258;0;0;0;227200;258;0;258;0;258;0;258;"Independiente";94;"M";2018;8;254;6;13;0;0;0;258
3;3;0;0;0;31774300;267;1126000;267;0;0;0;246300;267;0;267;0;267;0;267;"Independiente";94;"M";2018;7;263;7;14;0;0;0;267
1;1;0;0;0;7764300;75;250000;75;0;0;0;162200;75;13400;75;0;75;0;75;"Independiente";98;"M";2018;6;74;2;4;1;0;0;75
0;0;0;0;0;8068000;80;375000;80;0;0;0;199700;80;0;80;0;80;0;80;"Independiente";98;"M";2018;5;78;3;5;0;0;0;80
2;0;0;0;0;23042300;225;754300;225;1;0;0;79700;225;48800;225;0;225;0;225;"Independiente";95;"M";2018;6;225;6;15;3;0;0;225
2;2;0;0;0;23273200;219;1004300;219;1;1;0;85300;219;17400;219;0;219;0;219;"Independiente";95;"M";2018;8;218;8;16;1;0;0;219
2;1;0;0;0;22947700;222;1279300;222;0;0;0;127100;222;33100;222;0;222;0;222;"Independiente";95;"M";2018;7;222;8;16;2;0;0;222
1;1;0;0;0;23541400;227;1234300;227;0;0;0;126600;227;48800;227;0;227;0;227;"Independiente";95;"M";2018;5;227;7;13;3;0;0;227
1;1;0;0;0;799300;9;144700;9;0;0;0;0;9;0;9;0;9;0;9;"Independiente";103;"M";2018;6;9;2;0;0;0;0;9
6;3;2;0;0;12561200;87;8777500;87;11;1;1;2621400;87;6027900;87;1461400;87;2191700;87;"Dep_sec_priv";91;"M";2018;8;87;35;87;86;14;14;87
14;8;1;0;0;12845000;90;7490100;90;13;2;2;3164000;90;6324600;90;1499700;90;2249200;90;"Dep_sec_priv";91;"M";2018;7;90;37;90;88;13;13;90
6;1;0;0;0;10237100;77;5467700;77;13;1;2;1613100;77;5583100;77;1339500;77;2008700;77;"Dep_sec_priv";91;"M";2018;6;77;28;77;75;12;12;77
8;5;0;0;0;9610700;78;5168500;78;14;1;2;1569900;78;4875600;78;1008900;78;1512900;78;"Dep_sec_priv";91;"M";2018;5;78;27;78;76;11;11;78
5923;5560;1643;297;1067;11065128400;105747;26542272700;105747;39921;2176;4826;2366657000;105747;6632821300;105747;967816400;105747;1452807000;105747;"Dep_sec_priv";37;"F";2018;5;105592;98793;104081;104446;18561;18566;105747
1692;868;0;0;15;3307141600;25590;3831759900;25590;790;711;2;251456900;25590;47577500;25590;299800;25590;477900;25590;"Independiente";37;"F";2018;8;24255;20970;14319;2605;5;6;25590
1;0;0;0;0;1769000;11;3608600;11;2;0;0;451800;11;992500;11;227300;11;738400;11;"Dep_No_priv";88;"M";2018;8;5;4;10;5;3;4;11
0;0;0;0;0;1486200;9;3246600;9;2;1;1;360100;9;1398100;9;216100;9;1048600;9;"Dep_No_priv";88;"M";2018;6;4;3;8;4;3;4;9
0;0;0;0;0;1723100;11;3299900;11;1;0;2;379200;11;1080000;11;232300;11;810100;11;"Dep_No_priv";88;"M";2018;7;6;3;10;4;3;4;11
2;2;3;0;0;4479800;26;5196000;26;3;0;0;335200;26;1833300;26;604600;26;906600;26;"Dep_sec_priv";97;"M";2018;7;26;14;25;25;9;9;26
1;4;2;0;0;4594900;30;4934000;30;4;0;0;369700;30;1827200;30;636100;30;953900;30;"Dep_sec_priv";97;"M";2018;6;30;15;29;29;9;9;30
2;3;2;0;0;4772000;34;5425000;34;5;0;1;460600;34;1993900;34;636100;34;953900;34;"Dep_sec_priv";97;"M";2018;5;34;19;33;33;9;9;34
2;5;2;0;0;5898100;31;7058100;31;5;1;1;495900;31;2291700;31;837000;31;1255300;31;"Dep_sec_priv";97;"M";2018;8;31;17;30;30;11;11;31
4;2;2;0;0;10842800;37;9211300;37;8;1;1;1419300;37;4184000;37;1497200;37;2245300;37;"Dep_sec_priv";94;"M";2018;7;37;16;37;37;11;11;37
6;0;1;0;0;12652800;43;12092500;43;12;1;1;2210900;43;4931200;43;1742900;43;2613900;43;"Dep_sec_priv";94;"M";2018;8;43;23;43;43;13;13;43
4;8;1;0;0;12943700;44;11823400;44;10;1;2;1319000;44;4911200;44;1819700;44;2729000;44;"Dep_sec_priv";94;"M";2018;5;44;20;43;43;12;12;44
6;5;2;0;0;11867600;37;9722000;37;7;1;1;1102000;37;4373500;37;1701700;37;2552200;37;"Dep_sec_priv";94;"M";2018;6;37;15;37;37;11;11;37
1;0;0;0;0;6943000;59;1196400;59;0;0;0;100500;59;15700;59;0;59;0;59;"Independiente";99;"M";2018;6;58;4;4;1;0;0;59
6;8;1;0;0;14597800;91;8939700;91;16;1;2;1869700;91;8778700;91;2793800;91;4190400;91;"Dep_sec_priv";90;"M";2018;5;90;34;89;89;13;13;91
6;8;2;0;0;16889000;96;10390100;96;13;2;3;1891400;96;9229900;96;3182800;96;4773800;96;"Dep_sec_priv";90;"M";2018;8;94;33;95;92;14;14;96
9;11;1;0;0;17088200;98;10533200;98;14;2;5;1886600;98;9185200;98;3163800;98;4745300;98;"Dep_sec_priv";90;"M";2018;7;97;30;95;94;14;14;98
13;9;2;0;0;16315600;97;10423700;97;14;2;3;2309400;97;9205700;97;3022700;97;4533400;97;"Dep_sec_priv";90;"M";2018;6;96;36;94;95;16;16;97
6024;6028;1699;252;831;10758701950;101572;25660035100;101572;38194;2520;8436;2275114900;101572;6393470400;101572;939473500;101572;1410114500;101572;"Dep_sec_priv";38;"F";2018;7;101403;94993;99871;100373;17927;17936;101572
6682;5385;1682;302;835;10869096600;102100;25887073900;102100;38414;1916;6190;2301528700;102100;6475524020;102100;961327200;102100;1442376100;102100;"Dep_sec_priv";38;"F";2018;8;101909;95484;100524;101002;18277;18284;102100
8;5;2;0;0;8944700;63;11364500;63;11;1;0;1757300;63;4625200;63;904100;63;1355800;63;"Dep_sec_priv";92;"M";2018;7;63;27;63;63;11;11;63
7;5;1;0;0;8868500;62;10435800;62;7;1;0;1654500;62;4387500;62;912900;62;1369000;62;"Dep_sec_priv";92;"M";2018;5;62;24;62;61;10;10;62
4;5;0;0;0;9207700;64;11379300;64;9;2;1;1752600;64;4764400;64;1016100;64;1523900;64;"Dep_sec_priv";92;"M";2018;8;64;26;64;64;11;11;64
2;2;0;0;0;464000;6;921700;6;0;0;0;46200;6;261900;6;32000;6;47900;6;"Dep_sec_priv";106;"M";2018;8;6;5;6;6;1;1;6
0;0;0;0;0;530800;5;1189100;5;1;0;1;38900;5;328800;5;32000;5;48000;5;"Dep_sec_priv";106;"M";2018;6;5;4;5;5;1;1;5
0;0;0;0;0;530800;5;1189000;5;1;0;0;43100;5;328700;5;32000;5;47900;5;"Dep_sec_priv";106;"M";2018;5;5;4;5;5;1;1;5
1;1;0;0;0;532100;6;1189100;6;1;0;2;38200;6;329900;6;32000;6;47900;6;"Dep_sec_priv";106;"M";2018;7;6;4;6;6;1;1;6
18;15;0;0;0;38523800;210;17726900;210;17;2;7;5599900;210;19750300;210;6232700;210;9347500;210;"Dep_sec_priv";86;"M";2018;7;210;56;207;208;44;44;210
22;13;0;0;0;38957700;213;19495900;213;25;5;4;6767200;213;20469600;213;6886500;213;10328500;213;"Dep_sec_priv";86;"M";2018;5;213;62;207;206;43;43;213
14;14;0;0;0;37150000;207;16907500;207;20;5;7;5467700;207;19056300;207;6021900;207;9031700;207;"Dep_sec_priv";86;"M";2018;6;206;58;204;202;41;41;207
15;7;0;0;0;40933200;208;17182500;208;17;2;3;5812500;208;20806800;208;6682500;208;10022500;208;"Dep_sec_priv";86;"M";2018;8;208;54;206;206;43;43;208
5;5;0;0;0;8406100;46;7456700;46;9;2;0;1015200;46;3711600;46;1013100;46;1519400;46;"Dep_sec_priv";95;"M";2018;5;46;21;46;46;10;10;46
2;5;1;0;0;10108200;44;7885600;44;8;2;2;1239600;44;4542200;44;1442400;44;2163400;44;"Dep_sec_priv";95;"M";2018;6;44;20;44;44;11;11;44
9888;8831;2553;307;2088;8820592261;126155;25266998200;126155;50534;3161;6072;2301488701;126155;6309446171;126155;512394170;126155;768601470;126155;"Dep_sec_priv";28;"F";2018;5;125977;117407;123682;124317;16289;16294;126155
2190;1218;0;6;0;2834954700;22083;3363806200;22083;709;609;4;322658200;22083;32855200;22083;1103200;22083;1827100;22083;"Independiente";33;"M";2018;8;20093;17908;13586;1654;12;17;22083
0;0;0;0;0;6747600;56;1196400;56;0;0;0;96400;56;15700;56;0;56;0;56;"Independiente";99;"M";2018;7;56;4;3;1;0;0;56
0;0;0;0;0;6629400;55;1170000;55;0;1;0;150900;55;15700;55;0;55;0;55;"Independiente";99;"M";2018;8;55;4;3;1;0;0;55
0;1;0;0;0;7236100;61;1196400;61;0;0;0;96400;61;15700;61;0;61;0;61;"Independiente";99;"M";2018;5;61;4;3;1;0;0;61
4;3;0;0;0;989000;20;1839200;20;2;0;0;239700;20;571200;20;70300;20;105400;20;"Dep_sec_priv";98;"M";2018;7;20;10;19;19;2;2;20
2;2;0;0;0;3851800;23;2471700;23;5;1;1;472900;23;1447300;23;455300;23;682700;23;"Dep_sec_priv";98;"M";2018;6;23;13;22;22;6;6;23
6;4;0;0;0;4012100;27;4543100;27;4;1;0;567400;27;1871700;27;474700;27;712000;27;"Dep_sec_priv";98;"M";2018;5;27;17;26;26;6;6;27
0;0;0;0;0;195400;2;0;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";107;"M";2018;7;2;0;0;0;0;0;2
0;0;0;0;0;195400;2;0;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";107;"M";2018;6;2;0;0;0;0;0;2
0;0;0;0;0;195400;2;0;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";107;"M";2018;5;2;0;0;0;0;0;2
0;0;0;0;0;195400;2;0;2;0;0;0;0;2;0;2;0;2;0;2;"Independiente";107;"M";2018;8;2;0;0;0;0;0;2
7312;6144;1879;302;1312;10612028600;107166;26458260500;107166;41559;2027;6606;2371531300;107166;6575183500;107166;852354900;107166;1278904500;107166;"Dep_sec_priv";35;"F";2018;8;106986;100095;105306;105876;17798;17810;107166
6979;6577;1936;320;1334;10475184848;106582;26200038800;106582;41209;2800;8377;2358895000;106582;6513217000;106582;838800900;106582;1259256700;106582;"Dep_sec_priv";35;"F";2018;7;106411;99553;104583;105171;17430;17438;106582
5847;6958;1926;266;1355;11455371948;106834;27139642300;106834;41575;1986;8448;2376912800;106834;6737725200;106834;1007501820;106834;1512079160;106834;"Dep_sec_priv";35;"F";2018;6;106630;99932;104820;105281;18718;18725;106834
0;1;0;0;0;777600;11;4672300;11;2;0;0;137100;11;652300;11;266000;11;1608400;11;"Dep_No_priv";92;"M";2018;6;6;6;8;3;2;4;11
1691;924;0;0;8;3167285400;24455;3697999700;24455;776;734;1;253261100;24455;43849100;24455;194900;24455;296300;24455;"Independiente";35;"F";2018;8;23221;20301;14527;2400;7;8;24455
549;422;38;6;2;102853200;2237;256738900;2237;430;38;19;43146300;2237;69556300;2237;6049000;2237;9065700;2237;"Dep_sec_priv";120;"N";2018;6;2214;1825;2222;2189;200;200;2237
1;4;0;0;0;749600;13;1770400;13;2;0;0;189800;13;448600;13;73800;13;110600;13;"Dep_sec_priv";104;"M";2018;6;13;11;13;13;4;4;13
6;2;0;0;0;2190200;25;7181000;25;4;1;0;501500;25;1842100;25;89300;25;1592100;25;"Dep_No_priv";89;"M";2018;8;12;8;22;11;5;12;25
2;5;0;0;0;1734100;21;6502100;21;3;0;3;417400;21;3002000;21;125300;21;2552900;21;"Dep_No_priv";89;"M";2018;6;10;5;18;9;6;11;21
2;3;0;0;0;1399300;19;2569900;19;3;0;0;278000;19;519600;19;105800;19;777100;19;"Dep_No_priv";89;"M";2018;5;8;4;16;7;6;9;19
10676;9571;2697;294;1883;7657066000;124729;22577164200;124729;50342;3265;5370;2081930250;124729;5641400800;124729;404299400;124729;606600000;124729;"Dep_sec_priv";26;"F";2018;5;124581;116076;122601;122968;14732;14738;124729
7;9;1;0;0;7181700;51;5142800;51;12;2;1;1320000;51;3578100;51;810000;51;1191400;51;"Dep_sec_priv";93;"M";2018;5;51;23;51;50;9;8;51
8;5;1;0;0;1416900;16;2489200;16;5;0;0;189000;16;662600;16;171700;16;257500;16;"Dep_sec_priv";103;"M";2018;5;16;12;16;16;2;2;16
13943;15123;3371;879;230;11636411263;150415;33182738100;150415;66821;2822;8510;5870175950;150415;8267092100;150415;734926200;150415;1103593300;150415;"Dep_sec_priv";31;"M";2018;6;150050;141166;149180;148778;13755;13759;150415
14756;14806;3556;918;227;10937699234;150264;32668641200;150264;66924;4059;8841;5854573650;150264;8153781600;150264;607209300;150264;912116400;150264;"Dep_sec_priv";31;"M";2018;7;149866;140846;149065;148885;12711;12717;150264
15528;14798;3380;902;247;11200397500;151237;33181561513;151237;67840;2786;7460;5952150750;151237;8288170500;151237;641861400;151237;963930700;151237;"Dep_sec_priv";31;"M";2018;8;150829;141647;150095;149957;13209;13213;151237
15166;15121;3495;902;246;10948893299;151362;32627999200;151362;67557;3396;6192;5870180300;151362;8163297200;151362;616082600;151362;925184000;151362;"Dep_sec_priv";31;"M";2018;5;150970;142024;150259;149781;13145;13147;151362
7132;6054;1868;308;1208;11042518400;108098;26885732700;108098;41349;2039;6501;2396474700;108098;6700854200;108098;927210700;108098;1391068700;108098;"Dep_sec_priv";36;"F";2018;8;107908;100989;106262;106840;18602;18605;108098
12076;11844;2772;791;153;13331652126;138132;34863664099;138132;59194;3537;9104;6280908415;138132;8731099900;138132;1046421710;138132;1570409620;138132;"Dep_sec_priv";37;"M";2018;7;137706;129001;136901;136649;14769;14773;138132
8;11;0;0;0;183714400;1568;2471500;1568;6;1;0;1163100;1568;354400;1568;0;1568;0;1568;"Independiente";85;"M";2018;7;1562;16;67;19;0;0;1568
13;6;0;0;0;185183700;1553;2550100;1553;7;5;0;1169400;1553;354900;1553;0;1553;0;1553;"Independiente";85;"M";2018;8;1546;16;65;19;0;0;1553
12;5;0;0;0;190328500;1599;3634600;1599;6;2;0;2022800;1599;356400;1599;0;1599;0;1599;"Independiente";85;"M";2018;5;1593;18;72;19;0;0;1599
11;9;0;0;0;190433000;1592;2711100;1592;4;1;0;1458400;1592;372000;1592;0;1592;0;1592;"Independiente";85;"M";2018;6;1586;18;74;19;0;0;1592
8296;7922;2112;296;1823;9545026000;114142;25775960466;114142;45258;3196;8565;2335197100;114142;6414229900;114142;651328000;114142;977069300;114142;"Dep_sec_priv";31;"F";2018;7;113984;106484;111812;112515;16450;16461;114142
7289;7047;2057;304;1540;10477080660;109943;26549031700;109943;42642;2902;8700;2385919700;109943;6598331600;109943;812504100;109943;1220039590;109943;"Dep_sec_priv";34;"F";2018;7;109767;102492;107737;108382;17605;17620;109943
0;1;0;0;0;5872100;44;131200;44;0;0;0;12500;44;31400;44;0;44;0;44;"Independiente";100;"M";2018;8;43;1;3;2;0;0;44
2;3;0;0;0;6005900;28;5292100;28;5;0;0;1118000;28;2245600;28;809300;28;1213800;28;"Dep_sec_priv";96;"M";2018;5;28;12;28;28;5;5;28
272;219;0;0;0;31024300;546;33557800;546;7;4;0;13225600;546;234300;546;0;546;0;546;"Independiente";120;"N";2018;8;249;213;490;15;0;0;546
2337;1498;143;23;219;3809268800;20850;5657772300;20850;9932;90;707;446644700;20850;1695790600;20850;354819800;20850;1188133800;20850;"Dep_No_priv";38;"F";2018;8;12862;13485;13432;16134;12868;13787;20850
1;2;0;0;0;7581000;74;570000;74;0;0;0;254400;74;80000;74;0;74;0;74;"Independiente";98;"M";2018;7;73;3;4;1;0;0;74
1;5;0;0;0;335600;8;863600;8;1;0;0;42100;8;154300;8;0;8;0;8;"Dep_sec_priv";113;"M";2018;5;8;4;8;8;0;0;8
2377;2881;522;198;2;5614699889;41382;11637993098;41382;14033;457;2567;2027604600;41382;3020363300;41382;639041500;41382;959004300;41382;"Dep_sec_priv";60;"M";2018;6;41185;37145;40652;40467;6676;6673;41382
2691;2711;492;203;6;5421968729;41753;11495691097;41753;14263;713;1927;2025267912;41753;2997951500;41753;608409300;41753;913266000;41753;"Dep_sec_priv";60;"M";2018;5;41569;37546;41059;40878;6650;6649;41753
2721;2503;531;232;1;5313600700;41168;11325601000;41168;13942;468;1968;1993814650;41168;2947597900;41168;593643800;41168;891012800;41168;"Dep_sec_priv";60;"M";2018;8;40971;36915;40460;40400;6458;6460;41168
2559;2530;533;207;1;5278935690;40995;11273260099;40995;13890;781;2542;1976298115;40995;2915749400;40995;580129500;40995;870902400;40995;"Dep_sec_priv";60;"M";2018;7;40810;36810;40309;40189;6312;6310;40995
620;432;37;8;2;102324600;2315;256321800;2315;435;37;15;40663215;2315;68751000;2315;5689600;2315;8654400;2315;"Dep_sec_priv";120;"N";2018;7;2280;1831;2301;2257;208;208;2315
1392;870;1;1;0;1341631400;13546;1634868500;13546;233;95;2;176159200;13546;10435400;13546;9400;13546;37600;13546;"Independiente";25;"M";2018;5;12005;11324;9978;693;1;2;13546
256;97;0;0;0;68697000;924;18820400;924;7;7;0;13723200;924;289700;924;0;924;0;924;"Independiente";;;2018;8;651;133;386;21;0;0;924
77;72;10;1;1;37915000;408;67210800;408;96;3;10;13134200;408;19500600;408;3946500;408;5918200;408;"Dep_sec_priv";120;"M";2018;6;400;291;403;396;46;46;408
6698;6650;1886;294;1217;10895264200;107746;26641082400;107746;41240;2752;8800;2378387600;107746;6625081020;107746;906776700;107746;1360400200;107746;"Dep_sec_priv";36;"F";2018;7;107550;100657;105736;106316;18262;18264;107746
5674;6923;1939;291;1281;11919001150;108149;27613994300;108149;41729;1909;8712;2407465600;108149;6875727380;108149;1087638440;108149;1631458610;108149;"Dep_sec_priv";36;"F";2018;6;107936;101117;106099;106623;19602;19602;108149
3;0;0;0;0;1862400;19;9174700;19;4;0;4;243100;19;839900;19;542400;19;2279600;19;"Dep_No_priv";86;"M";2018;7;8;6;17;5;3;9;19
2;8;0;0;0;2317100;27;7643500;27;6;1;0;329400;27;681500;27;561100;27;1975700;27;"Dep_No_priv";86;"M";2018;5;12;6;22;9;7;13;27
1;4;0;0;0;1902500;19;9104400;19;6;0;1;285000;19;1469200;19;582900;19;2833700;19;"Dep_No_priv";86;"M";2018;6;10;6;16;7;4;11;19
2;2;0;0;0;2130700;18;9725400;18;5;0;2;311500;18;985700;18;543900;18;2238600;18;"Dep_No_priv";86;"M";2018;8;9;6;16;5;3;9;18
1173;1870;107;15;138;3801228900;18297;5555766900;18297;9077;173;4222;469572900;18297;1969417100;18297;426112400;18297;1407616000;18297;"Dep_No_priv";40;"F";2018;6;11307;12143;11957;14559;11635;12530;18297
1012;793;127;15;133;3466495500;17932;5139123500;17932;8591;261;6080;409645100;17932;1827459600;17932;397659400;17932;1309230800;17932;"Dep_No_priv";40;"F";2018;7;10647;11485;11090;14450;11657;12269;17932
1;1;0;0;0;539000;6;1282900;6;4;0;0;225700;6;321000;6;51400;6;77000;6;"Dep_sec_priv";115;"M";2018;5;6;6;6;6;2;2;6
2;3;0;0;0;468900;12;1253600;12;2;0;0;183800;12;355100;12;26900;12;40300;12;"Dep_sec_priv";104;"M";2018;7;12;10;11;11;2;2;12
51;23;0;0;0;691993500;6576;16993400;6576;19;5;0;2118600;6576;1323800;6576;0;6576;0;6576;"Independiente";75;"F";2018;5;6564;115;185;93;0;0;6576
67;38;0;0;0;688107700;6536;16417900;6536;16;15;0;1860100;6536;1472700;6536;70000;6536;105000;6536;"Independiente";75;"F";2018;8;6523;112;178;95;1;1;6536
72;36;0;0;0;689970700;6551;16442500;6551;11;11;0;2107500;6551;1516300;6551;70000;6551;105000;6551;"Independiente";75;"F";2018;7;6534;111;185;95;1;1;6551
59;27;0;0;0;690658000;6554;16711400;6554;19;10;0;2109200;6554;1282300;6554;0;6554;0;6554;"Independiente";75;"F";2018;6;6540;113;186;91;0;0;6554
14;16;2;1;0;43726800;249;16982000;249;23;4;3;7420100;249;19582700;249;5953000;249;8927700;249;"Dep_sec_priv";85;"M";2018;5;249;58;244;240;59;59;249
13;16;2;1;0;43477500;246;16054300;246;26;2;11;7369100;246;19027100;246;5712300;246;8566300;246;"Dep_sec_priv";85;"M";2018;6;246;57;240;237;58;58;246
20;12;4;1;0;45112900;248;20289100;248;25;2;8;8763300;248;22395900;248;7469300;248;11202000;248;"Dep_sec_priv";85;"M";2018;7;248;56;243;240;56;56;248
18;12;3;1;0;41874400;252;14475500;252;26;4;5;7126300;252;18819700;252;5696700;252;8543400;252;"Dep_sec_priv";85;"M";2018;8;251;51;247;244;55;55;252
15;7;0;0;0;205557900;1829;2563900;1829;6;12;0;1446600;1829;192600;1829;0;1829;0;1829;"Independiente";84;"M";2018;8;1823;18;77;12;0;0;1829
14;5;0;0;0;208743200;1854;2466100;1854;8;4;0;1616800;1854;242500;1854;0;1854;0;1854;"Independiente";84;"M";2018;6;1847;16;80;14;0;0;1854
9;11;0;0;0;209983100;1867;2486200;1867;7;3;0;1493700;1867;245000;1867;0;1867;0;1867;"Independiente";84;"M";2018;5;1861;16;79;14;0;0;1867
11;6;0;0;0;210619300;1832;2443000;1832;8;10;0;1613500;1832;192600;1832;0;1832;0;1832;"Independiente";84;"M";2018;7;1826;17;78;12;0;0;1832
1319;1014;0;0;0;3147160000;22713;3707387800;22713;616;304;5;351190000;22713;41131500;22713;1533000;22713;4633400;22713;"Independiente";41;"M";2018;6;20821;18072;12254;1852;14;23;22713
1690;1104;0;0;0;3171829700;22830;3740506100;22830;666;447;2;356157100;22830;41178200;22830;1868500;22830;3918700;22830;"Independiente";41;"M";2018;7;20916;18170;12293;1893;17;24;22830
1339;855;0;0;1;3169073600;22782;3729494200;22782;630;230;3;349510500;22782;40308600;22782;1808600;22782;3852000;22782;"Independiente";41;"M";2018;5;20919;18138;12292;1830;16;24;22782
1914;950;0;1;0;3210401400;23062;3797632000;23062;705;563;4;356822400;23062;40614300;23062;2063600;23062;3278500;23062;"Independiente";41;"M";2018;8;21071;18375;12349;1900;15;19;23062
17463;17021;4021;979;264;10540094670;165172;32985490500;165172;73903;3983;6540;5918032524;165172;8245433100;165172;487768400;165172;731569900;165172;"Dep_sec_priv";29;"M";2018;5;164758;154833;164072;163524;12964;12966;165172
16981;16850;4227;955;293;10548492600;164492;33120458300;164492;73777;4549;9031;5933575250;164492;8260121100;164492;480484700;164492;720454700;164492;"Dep_sec_priv";29;"M";2018;7;164086;154295;163261;163009;12591;12591;164492
17592;16921;4036;1023;331;10753617900;165712;33630512200;165712;74618;3162;7793;6041580400;165712;8396911400;165712;496604800;165712;744699600;165712;"Dep_sec_priv";29;"M";2018;8;165256;155356;164512;164378;12877;12879;165712
15971;16914;4016;915;264;11111646010;164322;33555979100;164322;73389;3188;8780;5933073100;164322;8363245400;164322;580343600;164322;870256700;164322;"Dep_sec_priv";29;"M";2018;6;163943;154152;163093;162609;13424;13426;164322
0;3;0;0;0;1352900;14;4733600;14;4;2;1;262100;14;366200;14;683900;14;1375100;14;"Dep_No_priv";85;"M";2018;7;10;4;11;7;6;8;14
1;5;0;0;0;1827300;19;5018500;19;8;0;1;339700;19;508500;19;709800;19;1427800;19;"Dep_No_priv";85;"M";2018;6;13;6;16;9;7;10;19
1;2;0;0;0;1920300;21;7546600;21;7;0;0;160600;21;281300;21;1850000;21;3167800;21;"Dep_No_priv";85;"M";2018;5;13;6;17;7;7;11;21
14;9;0;0;0;233256400;2023;3046100;2023;10;8;0;2566500;2023;322200;2023;0;2023;0;2023;"Independiente";83;"M";2018;7;2008;22;119;21;0;0;2023
17;11;0;0;0;231624300;2027;3335800;2027;11;7;0;2484500;2027;327100;2027;0;2027;0;2027;"Independiente";83;"M";2018;8;2012;25;122;22;0;0;2027
15;6;0;0;0;239021400;2055;3089000;2055;8;1;0;2808500;2055;343900;2055;0;2055;0;2055;"Independiente";83;"M";2018;5;2042;22;121;19;0;0;2055
8;7;0;0;0;236786800;2045;3179900;2045;13;6;0;2653700;2045;322200;2045;0;2045;0;2045;"Independiente";83;"M";2018;6;2029;21;119;21;0;0;2045
14;13;7;0;0;59158200;273;21865900;273;29;3;4;8254400;273;26445700;273;8549100;273;12821500;273;"Dep_sec_priv";84;"M";2018;6;273;71;265;266;70;70;273
21;12;7;0;0;59423600;281;23791700;281;30;1;6;7745100;281;25389000;281;7575100;281;11360500;281;"Dep_sec_priv";84;"M";2018;7;281;78;271;273;69;69;281
20;12;8;0;0;58418200;271;21151900;271;31;1;2;8081000;271;25115300;271;7757600;271;11633800;271;"Dep_sec_priv";84;"M";2018;5;271;68;264;264;71;71;271
16;11;7;0;0;57831300;273;21399100;273;30;1;5;7584100;273;24814800;273;7758300;273;11635100;273;"Dep_sec_priv";84;"M";2018;8;272;71;265;265;70;70;273
9;6;0;0;0;12358500;52;125000;52;2;1;0;215900;52;15700;52;0;52;0;52;"Independiente";;"M";2018;7;43;1;11;1;0;0;52
3;3;0;0;0;9247900;47;283400;47;2;0;0;256700;47;19900;47;0;47;0;47;"Independiente";;"M";2018;5;39;3;9;2;0;0;47
7;3;0;0;0;13509500;54;187500;54;2;2;0;328700;54;15700;54;0;54;0;54;"Independiente";;"M";2018;8;44;2;11;1;0;0;54
3;2;0;0;0;9604900;47;378000;47;3;0;0;225300;47;15700;47;0;47;0;47;"Independiente";;"M";2018;6;39;3;9;1;0;0;47
1264;823;0;0;0;2966842900;22019;3457023400;22019;588;189;5;338253500;22019;33001500;22019;747900;22019;2210500;22019;"Independiente";43;"M";2018;5;20126;17216;11435;1675;7;14;22019
1277;976;0;1;0;2952742000;21928;3446043100;21928;597;291;6;341060700;21928;34707800;21928;782900;21928;3042800;21928;"Independiente";43;"M";2018;6;20026;17174;11405;1712;6;11;21928
1444;959;0;0;0;2960751800;21853;3456144000;21853;621;391;4;338007300;21853;34325000;21853;896600;21853;2290200;21853;"Independiente";43;"M";2018;7;19946;17100;11308;1718;10;14;21853
1747;950;0;0;0;3020342000;22193;3540534800;22193;692;519;2;340546900;22193;34276900;22193;855900;22193;1664500;22193;"Independiente";43;"M";2018;8;20240;17425;11390;1755;15;16;22193
4;0;0;0;0;1702700;15;5354600;15;4;0;0;395100;15;422600;15;689000;15;1449600;15;"Dep_No_priv";85;"M";2018;8;10;5;13;7;6;8;15
452;469;44;22;0;652079300;5464;435965900;5464;885;59;220;199869950;5464;342099700;5464;81653300;5464;122452400;5464;"Dep_sec_priv";69;"M";2018;7;5403;2156;5332;5281;996;996;5464
471;437;40;22;0;676496400;5457;437838200;5457;915;63;139;204426850;5457;357142700;5457;89787500;5457;134662100;5457;"Dep_sec_priv";69;"M";2018;8;5403;2141;5340;5294;1054;1055;5457
